ProductKey,ProductAlternateKey,ProductSubCategoryKey,ProductSubCategory,ProductCategoryKey,ProductCategory,Product,SafetyStockLevel,ReorderPoint,DaysToManufacture,Description,StartDate,EndDate,Status
206,ST-9828,NULL,NULL,NULL,NULL,Seat Tube,500,375,1,NULL,2003-07-01 00:00:00.000,NULL,Current
207,TO-2301,NULL,NULL,NULL,NULL,Top Tube,500,375,1,NULL,2003-07-01 00:00:00.000,NULL,Current
208,TP-0923,NULL,NULL,NULL,NULL,Tension Pulley,800,600,0,NULL,2003-07-01 00:00:00.000,NULL,Current
209,RC-0291,NULL,NULL,NULL,NULL,Rear Derailleur Cage,500,375,0,NULL,2003-07-01 00:00:00.000,NULL,Current
210,FR-R92B-58,NULL,NULL,NULL,NULL,"HL Road Frame - Black, 58",500,375,1,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2003-07-01 00:00:00.000,NULL,Current
211,FR-R92R-58,NULL,NULL,NULL,NULL,"HL Road Frame - Red, 58",500,375,1,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2003-07-01 00:00:00.000,NULL,Current
212,HL-U509-R,NULL,NULL,NULL,NULL,"Sport-100 Helmet, Red",4,3,0,"Universal fit, well-vented, lightweight , snap-on visor.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
213,HL-U509-R,NULL,NULL,NULL,NULL,"Sport-100 Helmet, Red",4,3,0,"Universal fit, well-vented, lightweight , snap-on visor.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
214,HL-U509-R,NULL,NULL,NULL,NULL,"Sport-100 Helmet, Red",4,3,0,"Universal fit, well-vented, lightweight , snap-on visor.",2013-07-01 00:00:00.000,NULL,Current
215,HL-U509,NULL,NULL,NULL,NULL,"Sport-100 Helmet, Black",4,3,0,"Universal fit, well-vented, lightweight , snap-on visor.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
216,HL-U509,NULL,NULL,NULL,NULL,"Sport-100 Helmet, Black",4,3,0,"Universal fit, well-vented, lightweight , snap-on visor.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
217,HL-U509,NULL,NULL,NULL,NULL,"Sport-100 Helmet, Black",4,3,0,"Universal fit, well-vented, lightweight , snap-on visor.",2013-07-01 00:00:00.000,NULL,Current
218,SO-B909-M,NULL,NULL,NULL,NULL,"Mountain Bike Socks, M",4,3,0,Combination of natural and synthetic fibers stays dry and provides just the right cushioning.,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
219,SO-B909-L,NULL,NULL,NULL,NULL,"Mountain Bike Socks, L",4,3,0,Combination of natural and synthetic fibers stays dry and provides just the right cushioning.,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
220,HL-U509-B,NULL,NULL,NULL,NULL,"Sport-100 Helmet, Blue",4,3,0,"Universal fit, well-vented, lightweight , snap-on visor.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
221,HL-U509-B,NULL,NULL,NULL,NULL,"Sport-100 Helmet, Blue",4,3,0,"Universal fit, well-vented, lightweight , snap-on visor.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
222,HL-U509-B,NULL,NULL,NULL,NULL,"Sport-100 Helmet, Blue",4,3,0,"Universal fit, well-vented, lightweight , snap-on visor.",2013-07-01 00:00:00.000,NULL,Current
223,CA-1098,NULL,NULL,NULL,NULL,AWC Logo Cap,4,3,0,Traditional style with a flip-up brim; one-size fits all.,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
224,CA-1098,NULL,NULL,NULL,NULL,AWC Logo Cap,4,3,0,Traditional style with a flip-up brim; one-size fits all.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
225,CA-1098,NULL,NULL,NULL,NULL,AWC Logo Cap,4,3,0,Traditional style with a flip-up brim; one-size fits all.,2013-07-01 00:00:00.000,NULL,Current
226,LJ-0192-S,NULL,NULL,NULL,NULL,"Long-Sleeve Logo Jersey, S",4,3,0,Unisex long-sleeve AWC logo microfiber cycling jersey,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
227,LJ-0192-S,NULL,NULL,NULL,NULL,"Long-Sleeve Logo Jersey, S",4,3,0,Unisex long-sleeve AWC logo microfiber cycling jersey,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
228,LJ-0192-S,NULL,NULL,NULL,NULL,"Long-Sleeve Logo Jersey, S",4,3,0,Unisex long-sleeve AWC logo microfiber cycling jersey,2013-07-01 00:00:00.000,NULL,Current
229,LJ-0192-M,NULL,NULL,NULL,NULL,"Long-Sleeve Logo Jersey, M",4,3,0,Unisex long-sleeve AWC logo microfiber cycling jersey,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
230,LJ-0192-M,NULL,NULL,NULL,NULL,"Long-Sleeve Logo Jersey, M",4,3,0,Unisex long-sleeve AWC logo microfiber cycling jersey,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
231,LJ-0192-M,NULL,NULL,NULL,NULL,"Long-Sleeve Logo Jersey, M",4,3,0,Unisex long-sleeve AWC logo microfiber cycling jersey,2013-07-01 00:00:00.000,NULL,Current
232,LJ-0192-L,NULL,NULL,NULL,NULL,"Long-Sleeve Logo Jersey, L",4,3,0,Unisex long-sleeve AWC logo microfiber cycling jersey,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
233,LJ-0192-L,NULL,NULL,NULL,NULL,"Long-Sleeve Logo Jersey, L",4,3,0,Unisex long-sleeve AWC logo microfiber cycling jersey,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
234,LJ-0192-L,NULL,NULL,NULL,NULL,"Long-Sleeve Logo Jersey, L",4,3,0,Unisex long-sleeve AWC logo microfiber cycling jersey,2013-07-01 00:00:00.000,NULL,Current
235,LJ-0192-X,NULL,NULL,NULL,NULL,"Long-Sleeve Logo Jersey, XL",4,3,0,Unisex long-sleeve AWC logo microfiber cycling jersey,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
236,LJ-0192-X,NULL,NULL,NULL,NULL,"Long-Sleeve Logo Jersey, XL",4,3,0,Unisex long-sleeve AWC logo microfiber cycling jersey,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
237,LJ-0192-X,NULL,NULL,NULL,NULL,"Long-Sleeve Logo Jersey, XL",4,3,0,Unisex long-sleeve AWC logo microfiber cycling jersey,2013-07-01 00:00:00.000,NULL,Current
238,FR-R92R-62,NULL,NULL,NULL,NULL,"HL Road Frame - Red, 62",500,375,1,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
239,FR-R92R-62,NULL,NULL,NULL,NULL,"HL Road Frame - Red, 62",500,375,1,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
240,FR-R92R-62,NULL,NULL,NULL,NULL,"HL Road Frame - Red, 62",500,375,1,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2013-07-01 00:00:00.000,NULL,Current
241,FR-R92R-44,NULL,NULL,NULL,NULL,"HL Road Frame - Red, 44",500,375,1,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
242,FR-R92R-44,NULL,NULL,NULL,NULL,"HL Road Frame - Red, 44",500,375,1,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
243,FR-R92R-44,NULL,NULL,NULL,NULL,"HL Road Frame - Red, 44",500,375,1,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2013-07-01 00:00:00.000,NULL,Current
244,FR-R92R-48,NULL,NULL,NULL,NULL,"HL Road Frame - Red, 48",500,375,1,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
245,FR-R92R-48,NULL,NULL,NULL,NULL,"HL Road Frame - Red, 48",500,375,1,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
246,FR-R92R-48,NULL,NULL,NULL,NULL,"HL Road Frame - Red, 48",500,375,1,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2013-07-01 00:00:00.000,NULL,Current
247,FR-R92R-52,NULL,NULL,NULL,NULL,"HL Road Frame - Red, 52",500,375,1,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
248,FR-R92R-52,NULL,NULL,NULL,NULL,"HL Road Frame - Red, 52",500,375,1,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
249,FR-R92R-52,NULL,NULL,NULL,NULL,"HL Road Frame - Red, 52",500,375,1,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2013-07-01 00:00:00.000,NULL,Current
250,FR-R92R-56,NULL,NULL,NULL,NULL,"HL Road Frame - Red, 56",500,375,1,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
251,FR-R92R-56,NULL,NULL,NULL,NULL,"HL Road Frame - Red, 56",500,375,1,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
252,FR-R92R-56,NULL,NULL,NULL,NULL,"HL Road Frame - Red, 56",500,375,1,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2013-07-01 00:00:00.000,NULL,Current
253,FR-R38B-58,NULL,NULL,NULL,NULL,"LL Road Frame - Black, 58",500,375,1,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
254,FR-R38B-58,NULL,NULL,NULL,NULL,"LL Road Frame - Black, 58",500,375,1,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
255,FR-R38B-58,NULL,NULL,NULL,NULL,"LL Road Frame - Black, 58",500,375,1,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2013-07-01 00:00:00.000,NULL,Current
256,FR-R38B-60,NULL,NULL,NULL,NULL,"LL Road Frame - Black, 60",500,375,1,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
257,FR-R38B-60,NULL,NULL,NULL,NULL,"LL Road Frame - Black, 60",500,375,1,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
258,FR-R38B-60,NULL,NULL,NULL,NULL,"LL Road Frame - Black, 60",500,375,1,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2013-07-01 00:00:00.000,NULL,Current
259,FR-R38B-62,NULL,NULL,NULL,NULL,"LL Road Frame - Black, 62",500,375,1,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
260,FR-R38B-62,NULL,NULL,NULL,NULL,"LL Road Frame - Black, 62",500,375,1,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
261,FR-R38B-62,NULL,NULL,NULL,NULL,"LL Road Frame - Black, 62",500,375,1,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2013-07-01 00:00:00.000,NULL,Current
262,FR-R38R-44,NULL,NULL,NULL,NULL,"LL Road Frame - Red, 44",500,375,1,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
263,FR-R38R-44,NULL,NULL,NULL,NULL,"LL Road Frame - Red, 44",500,375,1,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
264,FR-R38R-48,NULL,NULL,NULL,NULL,"LL Road Frame - Red, 48",500,375,1,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
265,FR-R38R-48,NULL,NULL,NULL,NULL,"LL Road Frame - Red, 48",500,375,1,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
266,FR-R38R-52,NULL,NULL,NULL,NULL,"LL Road Frame - Red, 52",500,375,1,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
267,FR-R38R-52,NULL,NULL,NULL,NULL,"LL Road Frame - Red, 52",500,375,1,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
268,FR-R38R-58,NULL,NULL,NULL,NULL,"LL Road Frame - Red, 58",500,375,1,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
269,FR-R38R-58,NULL,NULL,NULL,NULL,"LL Road Frame - Red, 58",500,375,1,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
270,FR-R38R-60,NULL,NULL,NULL,NULL,"LL Road Frame - Red, 60",500,375,1,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
271,FR-R38R-60,NULL,NULL,NULL,NULL,"LL Road Frame - Red, 60",500,375,1,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
272,FR-R38R-62,NULL,NULL,NULL,NULL,"LL Road Frame - Red, 62",500,375,1,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
273,FR-R38R-62,NULL,NULL,NULL,NULL,"LL Road Frame - Red, 62",500,375,1,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
274,FR-R72R-44,NULL,NULL,NULL,NULL,"ML Road Frame - Red, 44",500,375,1,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
275,FR-R72R-48,NULL,NULL,NULL,NULL,"ML Road Frame - Red, 48",500,375,1,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
276,FR-R72R-52,NULL,NULL,NULL,NULL,"ML Road Frame - Red, 52",500,375,1,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
277,FR-R72R-58,NULL,NULL,NULL,NULL,"ML Road Frame - Red, 58",500,375,1,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
278,FR-R72R-60,NULL,NULL,NULL,NULL,"ML Road Frame - Red, 60",500,375,1,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
279,FR-R38B-44,NULL,NULL,NULL,NULL,"LL Road Frame - Black, 44",500,375,1,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
280,FR-R38B-44,NULL,NULL,NULL,NULL,"LL Road Frame - Black, 44",500,375,1,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
281,FR-R38B-44,NULL,NULL,NULL,NULL,"LL Road Frame - Black, 44",500,375,1,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2013-07-01 00:00:00.000,NULL,Current
282,FR-R38B-48,NULL,NULL,NULL,NULL,"LL Road Frame - Black, 48",500,375,1,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
283,FR-R38B-48,NULL,NULL,NULL,NULL,"LL Road Frame - Black, 48",500,375,1,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
284,FR-R38B-48,NULL,NULL,NULL,NULL,"LL Road Frame - Black, 48",500,375,1,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2013-07-01 00:00:00.000,NULL,Current
285,FR-R38B-52,NULL,NULL,NULL,NULL,"LL Road Frame - Black, 52",500,375,1,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
286,FR-R38B-52,NULL,NULL,NULL,NULL,"LL Road Frame - Black, 52",500,375,1,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
287,FR-R38B-52,NULL,NULL,NULL,NULL,"LL Road Frame - Black, 52",500,375,1,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2013-07-01 00:00:00.000,NULL,Current
288,FR-M94S-42,NULL,NULL,NULL,NULL,"HL Mountain Frame - Silver, 42",500,375,1,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
289,FR-M94S-42,NULL,NULL,NULL,NULL,"HL Mountain Frame - Silver, 42",500,375,1,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
290,FR-M94S-42,NULL,NULL,NULL,NULL,"HL Mountain Frame - Silver, 42",500,375,1,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2013-07-01 00:00:00.000,NULL,Current
291,FR-M94S-44,NULL,NULL,NULL,NULL,"HL Mountain Frame - Silver, 44",500,375,1,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
292,FR-M94S-52,NULL,NULL,NULL,NULL,"HL Mountain Frame - Silver, 48",500,375,1,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
293,FR-M94S-46,NULL,NULL,NULL,NULL,"HL Mountain Frame - Silver, 46",500,375,1,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
294,FR-M94S-46,NULL,NULL,NULL,NULL,"HL Mountain Frame - Silver, 46",500,375,1,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
295,FR-M94S-46,NULL,NULL,NULL,NULL,"HL Mountain Frame - Silver, 46",500,375,1,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2013-07-01 00:00:00.000,NULL,Current
296,FR-M94B-42,NULL,NULL,NULL,NULL,"HL Mountain Frame - Black, 42",500,375,1,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
297,FR-M94B-42,NULL,NULL,NULL,NULL,"HL Mountain Frame - Black, 42",500,375,1,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
298,FR-M94B-42,NULL,NULL,NULL,NULL,"HL Mountain Frame - Black, 42",500,375,1,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2013-07-01 00:00:00.000,NULL,Current
299,FR-M94B-44,NULL,NULL,NULL,NULL,"HL Mountain Frame - Black, 44",500,375,1,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
300,FR-M94B-48,NULL,NULL,NULL,NULL,"HL Mountain Frame - Black, 48",500,375,1,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
301,FR-M94B-46,NULL,NULL,NULL,NULL,"HL Mountain Frame - Black, 46",500,375,1,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,Outdate
302,FR-M94B-46,NULL,NULL,NULL,NULL,"HL Mountain Frame - Black, 46",500,375,1,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
